GAME_DATE, TEAMSTATUS, H/A, START_POSITION, STATUS, VENCHMEAN
2020-02-22, 76.39, 1, 
2020-02-24, 76.39, 0, 
2020-02-25, 76.39, 0, 
2020-02-28, 76.39, 1, 
2020-03-01, 76.39, 0, 
2020-03-02, 76.39, 0, 
2020-03-04, 76.39, 1, 
2020-03-06, 76.39, 0, 
2020-03-08, 76.39, 0, 
2020-03-09, 76.39, 0, 
2020-07-23, 76.39, 1, 
2020-07-25, 76.39, 0, 
2020-07-27, 76.39, 1, 
2020-07-31, 76.39, 1, 
2020-08-02, 76.39, 0, 
2020-08-04, 76.39, 1, 
2020-08-06, 76.39, 1, 
2020-08-08, 76.39, 0, 
2020-08-10, 76.39, 1, 
2020-08-11, 76.39, 0, 
2020-08-13, 76.39, 0, 
2020-08-18, 76.39, 1, 
2020-08-20, 76.39, 1, 
2020-08-22, 76.39, 0, 
2020-08-24, 76.39, 0, 
2020-08-29, 76.39, 1, 
2020-08-31, 76.39, 1, 
2020-09-02, 76.39, 1, 
2020-09-04, 76.39, 0, 
2020-09-06, 76.39, 0, 
2020-09-08, 76.39, 1, 
2020-12-12, 75.02, 1, 
2020-12-14, 75.02, 1, 
2020-12-18, 75.02, 0, 
2020-12-23, 75.02, 0, 
2020-12-25, 75.02, 1, 
2020-12-27, 75.02, 0, 
2020-12-29, 75.02, 0, 
2020-12-30, 75.02, 0, 
2021-01-01, 75.02, 1, 
2021-01-04, 75.02, 1, 
2021-01-06, 75.02, 1, 
2021-01-08, 75.02, 1, 
2021-01-09, 75.02, 1, 
2021-01-11, 75.02, 0, 
2021-01-13, 75.02, 0, 
2021-01-15, 75.02, 1, 
2021-01-18, 75.02, 0, 
2021-01-21, 75.02, 1, 
2021-01-24, 75.02, 1, 
2021-01-27, 75.02, 0, 
2021-01-29, 75.02, 0, 
2021-01-30, 75.02, 0, 
2021-02-01, 75.02, 1, 
2021-02-03, 75.02, 1, 
2021-02-05, 75.02, 0, 
2021-02-06, 75.02, 0, 
2021-02-08, 75.02, 0, 
2021-02-10, 75.02, 0, 
2021-02-12, 75.02, 0, 
2021-02-14, 75.02, 0, 
2021-02-16, 75.02, 1, 
2021-02-18, 75.02, 1, 
2021-02-19, 75.02, 1, 
2021-02-21, 75.02, 1, 
2021-02-23, 75.02, 1, 
2021-02-25, 75.02, 1, 
2021-02-28, 75.02, 1, 
2021-03-02, 75.02, 1, 
2021-03-04, 75.02, 0, 
2021-03-11, 75.02, 1, 
2021-03-13, 75.02, 0, 
2021-03-15, 75.02, 0, 
2021-03-17, 75.02, 0, 
2021-03-20, 75.02, 1, 
2021-03-22, 75.02, 1, 
2021-03-24, 75.02, 1, 
2021-03-26, 75.02, 1, 
2021-03-27, 75.02, 1, 
2021-03-29, 75.02, 0, 
2021-03-31, 75.02, 0, 
2021-04-02, 75.02, 0, 
2021-04-03, 75.02, 0, 
2021-04-06, 75.02, 0, 
2021-04-08, 75.02, 0, 
2021-04-09, 75.02, 1, 
2021-04-11, 75.02, 0, 
2021-04-14, 75.02, 0, 
2021-04-15, 75.02, 0, 
2021-04-17, 75.02, 1, 
2021-04-19, 75.02, 1, 
2021-04-22, 75.02, 1, 
2021-04-24, 75.02, 1, 
2021-04-25, 75.02, 0, 
2021-04-27, 75.02, 0, 
2021-04-29, 75.02, 0, 
2021-04-30, 75.02, 0, 
2021-05-02, 75.02, 1, 
2021-05-04, 75.02, 1, 
2021-05-05, 75.02, 1, 
2021-05-07, 75.02, 1, 
2021-05-10, 75.02, 0, 
2021-05-11, 75.02, 1, 
2021-05-13, 75.02, 0, 
2021-05-15, 75.02, 1, 
2021-05-16, 75.02, 0, 
2021-05-22, 75.02, 1, 
2021-05-24, 75.02, 1, 
2021-05-27, 75.02, 0, 
2021-05-29, 75.02, 0, 
2021-06-05, 75.02, 0, 
2021-06-07, 75.02, 0, 
2021-06-10, 75.02, 1, 
2021-06-13, 75.02, 1, 
2021-06-15, 75.02, 0, 
2021-06-17, 75.02, 1, 
2021-06-19, 75.02, 0, 
2021-06-23, 75.02, 1, 
2021-06-25, 75.02, 1, 
2021-06-27, 75.02, 0, 
2021-06-29, 75.02, 0, 
2021-07-01, 75.02, 1, 
2021-07-03, 75.02, 0, 
2021-07-06, 75.02, 0, 
2021-07-08, 75.02, 0, 
2021-07-11, 75.02, 1, 
2021-07-14, 75.02, 1, 
2021-07-17, 75.02, 0, 
2021-07-20, 75.02, 1, 
2021-08-09, 75.02, 1, 
2021-08-11, 75.02, 0, 
2021-08-13, 75.02, 1, 
2021-08-15, 75.02, 0, 
2021-08-16, 75.02, 0, 
2021-10-05, 76.39, 0, 
2021-10-08, 76.39, 0, 
2021-10-10, 76.39, 1, 
2021-10-13, 76.39, 0, 
2021-10-15, 76.39, 1, 
2021-10-19, 76.39, 1, 
2021-10-21, 76.39, 0, 
2021-10-23, 76.39, 0, 
2021-10-25, 76.39, 0, 
2021-10-27, 76.39, 1, 
2021-10-30, 76.39, 1, 
2021-10-31, 76.39, 1, 
2021-11-02, 76.39, 0, 
2021-11-05, 76.39, 1, 
2021-11-07, 76.39, 0, 
2021-11-09, 76.39, 0, 
2021-11-10, 76.39, 0, 
2021-11-12, 76.39, 0, 
2021-11-14, 76.39, 0, 
2021-11-17, 76.39, 1, 
2021-11-19, 76.39, 1, 
2021-11-20, 76.39, 1, 
2021-11-22, 76.39, 1, 
2021-11-24, 76.39, 1, 
2021-11-26, 76.39, 0, 
2021-11-28, 76.39, 0, 
2021-12-01, 76.39, 1, 
2021-12-02, 76.39, 0, 
2021-12-04, 76.39, 1, 
2021-12-06, 76.39, 1, 
2021-12-08, 76.39, 0, 
2021-12-10, 76.39, 0, 
2021-12-12, 76.39, 0, 
2021-12-13, 76.39, 0, 
2021-12-15, 76.39, 1, 
2021-12-17, 76.39, 0, 
2021-12-18, 76.39, 1, 
2021-12-22, 76.39, 1, 
2021-12-23, 76.39, 0, 
2021-12-25, 76.39, 1, 
2021-12-28, 76.39, 0, 
2021-12-30, 76.39, 0, 
2022-01-01, 76.39, 1, 
2022-01-03, 76.39, 1, 
2022-01-05, 76.39, 1, 
2022-01-07, 76.39, 0, 
2022-01-08, 76.39, 0, 
2022-01-10, 76.39, 0, 
2022-01-13, 76.39, 1, 
2022-01-15, 76.39, 1, 
2022-01-17, 76.39, 0, 
2022-01-19, 76.39, 1, 
2022-01-21, 76.39, 1, 
2022-01-22, 76.39, 1, 
2022-01-26, 76.39, 0, 
2022-01-28, 76.39, 1, 
2022-01-30, 76.39, 1, 
2022-02-01, 76.39, 1, 
2022-02-05, 76.39, 0, 
2022-02-06, 76.39, 0, 
2022-02-08, 76.39, 0, 
2022-02-10, 76.39, 0, 
2022-02-14, 76.39, 1, 
2022-02-15, 76.39, 1, 
2022-02-17, 76.39, 1, 
2022-02-26, 76.39, 1, 
2022-02-28, 76.39, 1, 
2022-03-02, 76.39, 1, 
2022-03-04, 76.39, 0, 
2022-03-06, 76.39, 1, 
2022-03-08, 76.39, 0, 
2022-03-09, 76.39, 1, 
2022-03-12, 76.39, 0, 
2022-03-14, 76.39, 0, 
2022-03-16, 76.39, 0, 
2022-03-19, 76.39, 0, 
2022-03-22, 76.39, 1, 
2022-03-24, 76.39, 1, 
2022-03-26, 76.39, 0, 
2022-03-29, 76.39, 0, 
2022-03-31, 76.39, 0, 
2022-04-01, 76.39, 1, 
2022-04-03, 76.39, 1, 
2022-04-05, 76.39, 0, 
2022-04-07, 76.39, 1, 
2022-04-08, 76.39, 0, 
2022-04-10, 76.39, 0, 
2022-04-17, 76.39, 1, 
2022-04-20, 76.39, 1, 
2022-04-22, 76.39, 0, 
2022-04-24, 76.39, 0, 
2022-04-27, 76.39, 1, 
2022-05-01, 76.39, 0, 
2022-05-03, 76.39, 0, 
2022-05-07, 76.39, 1, 
2022-05-09, 76.39, 1, 
2022-05-11, 76.39, 0, 
2022-05-13, 76.39, 1, 
2022-05-15, 76.39, 0, 
2022-07-08, 76.39, 1, 
2022-07-11, 76.39, 0, 
2022-07-13, 76.39, 1, 
2022-07-14, 76.39, 1, 
2022-07-17, 76.39, 0, 
2022-10-01, 75.70, 1, 
2022-10-06, 75.70, 0, 
2022-10-08, 75.70, 1, 
2022-10-11, 75.70, 0, 
2022-10-12, 75.70, 1, 
2022-10-20, 75.70, 0, 
2022-10-22, 75.70, 1, 
2022-10-26, 75.70, 1, 
2022-10-28, 75.70, 1, 
2022-10-29, 75.70, 1, 
2022-10-31, 75.70, 1, 
2022-11-02, 75.70, 1, 
2022-11-04, 75.70, 0, 
2022-11-05, 75.70, 1, 
