GAME_ID
0022200136
0022200129
0022200113
0022200100
0022200085
0022200075
0022200060
0022200033
0022200015
0012200056
0012200049
0012200036
0012200023
0012200003
1522200071
1522200050
1522200039
1522200028
1522200006
0042100217
0042100216
0042100215
0042100214
0042100213
0042100212
0042100211
0042100125
0042100124
0042100123
0042100122
0042100121
0022101218
0022101203
0022101198
0022101183
0022101167
0022101156
0022101148
0022101131
0022101112
0022101097
0022101082
0022101058
0022101043
0022101027
0022101008
0022100984
0022100979
0022100961
0022100949
0022100936
0022100924
0022100910
0022100887
0022100870
0022100862
0022100836
0022100822
0022100809
0022100800
0022100768
0022100756
0022100744
0022100722
0022100696
0022100690
0022100674
0022100660
0022100641
0022100627
0022100607
0022100592
0022100583
0022100573
0022100556
0022100539
0022100526
0022100508
0022100489
0022100481
0022100473
0022100446
0022100438
0022100421
0022100408
0022100398
0022100386
0022100370
0022100358
0022100344
0022100329
0022100324
0022100301
0022100288
0022100273
0022100258
0022100244
0022100234
0022100219
0022100193
0022100175
0022100161
0022100155
0022100142
0022100128
0022100103
0022100091
0022100085
0022100060
0022100042
0022100032
0022100015
0022100001
0012100064
0012100053
0012100037
0012100026
0012100014
1522100062
1522100054
1522100038
1522100023
1522100015
0042000406
0042000405
0042000404
0042000403
0042000402
0042000401
0042000306
0042000305
0042000304
0042000303
0042000302
0042000301
0042000217
0042000216
0042000215
0042000214
0042000213
0042000212
0042000211
0042000124
0042000123
0042000122
0042000121
0022001068
0022001062
0022001048
0022001038
0022001029
0022001006
0022000235
0022000985
0022000967
0022000954
0022000945
0022000928
0022000913
0022000905
0022000894
0022000873
0022000859
0022000840
0022000834
0022000808
0022000796
0022000786
0022000774
0022000754
0022000745
0022000729
0022000717
0022000695
0022000685
0022000669
0022000659
0022000643
0022000618
0022000603
0022000589
0022000573
0022000555
0022000540
0022000520
0022000503
0022000486
0022000471
0022000453
0022000445
0022000430
0022000415
0022000402
0022000389
0022000373
0022000357
0022000346
0022000329
0022000316
0022000299
0022000293
0022000277
0022000254
0022000226
0022000209
0022000182
0022000165
0022000151
0022000137
0022000129
0022000113
0022000099
0022000073
0022000058
0022000051
0022000036
0022000006
0022000003
0012000043
0012000022
0012000009
0041900205
0041900204
0041900203
0041900202
0041900201
0041900105
0041900104
0041900103
0041900102
0041900101
0021901311
0021901303
0021901294
0021901284
0021901269
0021901256
0021901248
0021901236
0011900127
0011900113
0011900105
0021900958
0021900950
0021900939
0021900924
0021900906
0021900895
0021900882
0021900858
0021900851
0021900840
0021900820
0021900810
0021900797
0021900777
0021900766
0021900751
0021900739
0021900724
0021900705
0021900669
0021900647
0021900627
0021900615
0021900601
0021900583
0021900575
0021900562
0021900546
0021900531
0021900506
0021900493
0021900480
0021900469
0021900456
0021900441
0021900434
0021900417
0021900398
0021900385
0021900376
0021900364
0021900347
0021900327
0021900307
0021900297
0021900283
0021900270
0021900261
0021900248
0021900233
0021900213
0021900204
0021900192
0021900176
0021900163
0021900135
0021900124
0021900111
0021900094
0021900082
0021900071
0021900058
0021900046
0021900026
0021900015
0011900071
0011900051
0011900043
0011900029
0011900016
1521900071
1521900057
1521900036
1521900013
1521900002
0041800306
0041800305
0041800304
0041800303
0041800302
0041800301
0041800205
0041800204
0041800203
0041800202
0041800201
0041800104
0041800103
0041800102
0041800101
0021801226
0021801202
0021801193
0021801177
0021801154
0021801145
0021801127
0021801111
0021801096
0021801085
0021801065
0021801061
0021801043
0021801029
0021801010
0021800999
0021800990
0021800975
0021800955
0021800943
0021800934
0021800920
0021800902
0021800891
0021800870
0021800854
0021800843
0021800833
0021800821
0021800806
0021800792
0021800778
0021800766
0021800750
0021800738
0021800727
0021800694
0021800682
0021800660
0021800654
0021800640
0021800622
0021800610
0021800594
0021800580
0021800572
0021800550
0021800527
0021800513
0021800497
0021800482
0021800473
0021800462
0021800443
0021800423
0021800407
0021800395
0021800388
0021800377
0021800361
0021800330
0021800310
0021800294
0021800284
0021800275
0021800259
0021800245
0021800223
0021800207
0021800187
0021800175
0021800166
0021800152
0021800133
0021800115
0021800092
0021800081
0021800071
0021800059
0021800042
0021800023
0021800003
